node,total_fee,degree,capacity
03487fa0212243e20cb6504d5b93a144d0bc4d83d3d8a083691037a8892f9e5522,1.001,54,21068265.5
03ffbf7ef99f52555d40b3eee011dc6042541fa5f49629cbfb64f8c1730726b101,1.001,122,100783545.0
0320e5b9f19a1c4dc22ebb751d757eaa5843262cd55a0f1b0d13cb5d445c5c78ae,1.001,109,39241485.0
02ab9dabbf646626d32863e9dc81560e48681d2a49e0da3fbb4b4df11a58cc0fd3,1.001,111,148150471.5
020de548b86e373e795e37343c9ef6f972d45ade479cc71ed5a9a7dac2588d0a37,1.001,95,38775723.0
0215f33968047401f191b2c3203ece6d5781ca7f2c018e7795d5e5ddc05c8b4ebd,1.001,31,19423295.5
0218c47722e9613edf519bfa353d50b3d2bdb37d90f656d98f77bd944bf444c46c,1.001,53,79209486.5
02309f3556d51e9d855594762dcf68cb283fbfd7e48618b6cecb8cd90e2e34d8ad,1.001,200,54231744.5
024a2e265cd66066b78a788ae615acdc84b5b0dec9efac36d7ac87513015eaf6ed,1.001,86,68831979.0
03e90fd715dd766a0ed532dc1ba45e5fb913b1dc29d5afd9b700548d98d53b598c,1.001,70,60274082.5
026d9b9c8e55b435f117496e6a885fba7bf76530a5aa6f8f61304f84f9a31dda09,1.001,30,9604151.5
02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520,1.001,241,91329849.5
027e8a9c0afcf99078d71b97fd53d53968ac376f9e1320337e352269c8bcc42b61,1.001,96,19524299.5
028b3ba3aa14be49e5096758c2b062114251eafd9a3dec502c64f3f079322672cb,1.001,32,32816890.0
029eda74de66b675354054af719ba9e8f3f8954f88e2a8bcd0be8d7d191e9a11c1,1.001,30,9737778.0
031f8400b123834edd5736de9aac14ec0d77c11bff27f5a6eb0da5f6ce66ef0975,1.001,103,142449722.5
02a15d043069892b1f93bdf4bf0160447afd61f7f23548bf1c56d92fd9744281e6,1.001,134,6855725.5
02d7ca7aae77a43a65a50cbf806cf7b43af2f89c1cf331f98a3415263fa2031368,1.001,123,50579037.0
03c334f18a877949c980b17ea7fef2576a6069e56695eb5ebd0f4ae90a9b3905e2,1.001,11,9420007.0
02e7c42ae2952d7a71398e23535b53ffc60deb269acbc7c10307e6b797b91b1e79,1.001,154,46225144.5
02f9c7deb297e32fc3d3d55f336176055cd667a2fada0bd5663e7413e1aba55b86,1.001,105,63786902.0
02fffb0baa1f8a64d92c8b4222278c33a9c16d0f37bba24104c678fd9e4e7f57d6,1.001,84,95222458.5
03021c5f5f57322740e4ee6936452add19dc7ea7ccf90635f95119ab82a62ae268,1.001,107,258757979.0
02b873b95a7b654fd70aa7af6f3d37bff83317f5db6a4f32c9b45b6f4cb1b065dc,1.0,19,3738555.0
0207d58b94bd3946bf7eb8c27cea6cc29d147485efb33f284894e59062592f398a,1.0,23,5469615.0
03beddc8adbf7d56a7da15cdaf95d97b24d07088c3571b421c0e6f9d551a210342,0.991,160,85669540.5
0388a2cd707ac944a2b0c8adbf67c4a313d24b6dc2ab2baba842f9a9eecf925131,0.8,110,35816121.5
03a7daef60143b48b44769ff0daebcbd1796ca49d346bab7617ced5754e5b5240e,0.51,25,15474482.0
02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b,0.489,1634,406836193.5
02ba3ea3146bce6cb5093c1e6dee21a33faf1fb38f2bc1dc805038ebf9f2ecbeab,0.48,12,5519500.0
027cf99e95e346897a6f88212d5240fa790e3b4c97581bcffa354de10128998ce7,0.4,83,31497515.0
03434a39cd9a537c852fc8fb72454086d726f9111e9f730cef4985c39c11fae944,0.30300000000000005,140,61503464.5
0200072fd301cb4a680f26d87c28b705ccd6a1d5b00f1b5efd7fe5f998f1bbb1f1,0.251,105,21689128.5
03d4d48ecccfe3f6a062f9ea3d948109ac008f4fdf8579607f20259eea1613c807,0.218,7,1837960.0
039d510570ab6e65fc8fb1f9ada5b63dc0f703a8d7dbde2fc11fb6f1e5810f6bbb,0.218,57,72661934.5
022c3b4bdf935d254a3b3689f0496b8ca55655bf7c5032664899fec252f993bc5e,0.21000000000000002,15,4486376.5
02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,0.21000000000000002,270,203315489.0
036b343eb46c5db996d3d1e2c6cc9742cbfa7e3b4146d4b4b0aef694b6d12960c8,0.19999999999999998,99,36169635.5
0384417e479afb21bff425f467382f9c064ac08bd422ea36542fa6799e026d77e6,0.101,43,40554929.5
0213cac619573fc6021aca72ff023e2d8df65a6df5286c3d52947024cb1332dec7,0.101,52,10709815.0
02c58cabc78496cb847adbe4af654b2b0b94c54aa829840edde7777897a57e9db3,0.1,53,13931135.0
03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,0.054,274,124102359.0
03935a378993d0b55056801b11957aaecb9f85f34b64245f864c22a2d25001de74,0.051000000000000004,41,45925351.5
02f8220c901057c536fc8b4fdffd4f88b8ddd9cf811af03bbf85dd2c1eb25a7262,0.048,36,9025000.0
02c5371591b640da03f9a645e2ddfa5620d8537388b03ddd524d36766c0f550db0,0.04,127,146095103.5
0276e09a267592e7451a939c932cf685f0754de382a3ca85d2fb3a864d4c365ad5,0.029999999999999995,86,85213443.0
0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6,0.024,136,41499789.0
03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601,0.024,141,103324223.0
03c4bb19c3a388d790968328b0f0d187a1a28597d3ad082200a47baadfdb6aee8d,0.02,127,50913563.0
03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b,0.016,125,30715765.5
032b12c7415455a1000c43a56ac21dd72472e62ca7dc456f4a66bb8463bf8bfed1,0.014,27,10671963.5
031d2bbc75802689312220a017c6b51fa246efc59c7aa9355f6f7395038ffb4d6a,0.014,59,23795208.5
03a76b80027d7c067e0da77da95880faaf89e9bf87b73a7d57bd4a3f2a124b764f,0.013000000000000001,110,91322278.5
02d11c4c4f986ff547288d873f6a33758aab744927355b01272ee560a3ba44d01e,0.012,29,23042163.0
023216c5b9a54b6179645c76b279ae267f3c6b2379b9f305d57c75065006a8e5bd,0.012,109,119282276.0
02e2670a2c2661a9eea13b7cfdcdd7f552f591b9ee60e5678b7abe77b7f9516f96,0.01,67,51188061.5
037eb17d0fee2d20bacea3d78940b40f4ac61a5a7040a23b6e8280c80d7ebfb420,0.01,114,65353679.0
03345d99a94e2fc8a69698f8bbec6bea5a4e8dbaf8b313085bb9710f6014765e45,0.008,46,21289942.0
03f18da23535adee245903c81750745197e3079d3b88b3898981c90a5f2411008c,0.006,57,34906475.0
03aedc5302d3fa4c33eb84f98287a78268d0cdfa70624f7708664264880f6b482c,0.006,13,831533.5
020d41c5a32f06d7addc7378f2d4a6596358d8716a3eb5d5bbdd894a82a1fdd00c,0.006,162,52261807.0
033aa93d8abed5a070efd69e1119351eed005b3af4c0de43db350adc2278c914d5,0.006,46,21361073.5
020e56a13babec99abdc2c4afbe34e1e44230d79b234c059fd4ff1e367765fdb1b,0.005,199,121613676.5
0269b91661812bae52280a68eec2b89d38bf26b33966441ad70aa365e120a125ff,0.005,77,27102289.5
02e588464f41b295e8c20fd1e1362437f40375cae6a8155cf20a9a9e2ec9b3b2e4,0.004,23,3962559.5
02c88a0df5e9ea7df582647f79b70b8e441047de308fd6b24408b8bd775f2234bd,0.004,15,11978908.0
0237fefbe8626bf888de0cad8c73630e32746a22a2c4faa91c1d9877a3826e1174,0.003,70,71583234.0
0332052748755d74b3395b91eaea78b53bd64b55eb031ccb6a7ae23ac445bb6af7,0.002,139,41216397.0
02731b798b39a09f9f14e90ee601afb6ebb796d6e5797de14582a978770b33700f,0.002,98,31972246.0
0325d3075b0ee0a3630d623d0fcc6ca5cdc0bdcdaf6e6e813e1be02b4e5e246ce2,0.002,15,1351789.0
0360e94b6a5ba69e9349ea1077890b6384a4b9e6368e100316d85e22a534f552a8,0.002,13,3231174.5
031feee8045899c658eec2b6f2f6da6e4bdd7baabdc61bdc017761577342fbd011,0.002,38,21382830.0
023f1125ae4b6dba7ec047f4d809d0e0aa7232029cd3766c434514dec747535c1a,0.002,28,14483911.5
02da8d5a759ee9e4438da617cfdb61c87f723fb76c4b6371b877d0347abe953a4f,0.001,50,16226684.5
02c16cca44562b590dd279c942200bdccfd4f990c3a69fad620c10ef2f8228eaff,0.001,43,43953916.0
032260c3b64b471b7eb0630b4af5d07ca94ff4e759573cbbe1bfb25845c375ed6e,0.001,11,7999360.5
030b04c5d37b8cb3acd324edefed38e170d355c8f0953718307b894321d576615f,0.001,16,17231125.0
024bda1ec91b277d311aa60d04b1fb856efcc7897c876746b680c1f985fe973f73,0.0005,50,17558040.5
02fcc4b0a87749b022f05568d5ef893b7893bcbaa99276bbbb55d9e9abc1bdced0,0.0,44,17590590.0
