node,total_income,total_traffic,failed_traffic_ratio,opt_delta,income_diff
03a17e8ec9570e1b71d1c719aeeafa88b0604068863dc88028b490b96c2898dda8,4.24,4,1.0,0.0,0.0
02f9c7deb297e32fc3d3d55f336176055cd667a2fada0bd5663e7413e1aba55b86,4.24,4,0.75,0.0,0.0
03ac2a5d7df493c67195067dfb38e7e250c89ecb4fe5c2d918fc31fd9a08695516,4.24,4,1.0,0.0,0.0
0358b6d4e10b3a232b7b6f4acee3aab99b5f7f4e9a9e69bcecc875ea1e1a147681,4.24,4,0.0,0.0,0.0
02c0b38022846c6b6f45b30031859ac7c5fb0c67ec8ed5cce8409c4b438c267ffe,4.24,4,0.0,53.44,159.26
023216c5b9a54b6179645c76b279ae267f3c6b2379b9f305d57c75065006a8e5bd,4.122,3,0.0,30.44,60.819
028b2c9ed9427b31db21ed75eac119b040cf3e9bdbfaa378cde8561cf1274b4228,3.258,3,0.0,22.94,20.742
031567fdf33cb9b4ab081019199295ffce38218751842a403e9fcf48778e4c3022,3.24,4,0.0,0.0,0.0
026b105ac13212c48714c6be9b11577a9ce10f10e1c88a45ce217e6331209faf8b,3.2,2,0.5,29.8,59.6
030f5bd59457dba436dfdebceebcc3206ac8dfcd40bb1a616942253c3fcc5be174,3.2,2,0.5,0.0,0.0
024655b768ef40951b20053a5c4b951606d4d86085d51238f2c67c7dec29c792ca,3.2,2,0.5,28.66,57.32
037db7ce71ef503ed0e45aacbd346f3b1af40122d1d0eeb52d574711bb9a5bcf5f,3.2,2,0.0,29.9,28.3
02be74034df42a6cefa7d204ac726393f07a2b2cac9cee07400056c3512b6c2271,3.2,2,0.0,143.4,141.8
0214382bdce7750dfcb8126df8e2b12de38536902dc36abcebdaeefdeca1df8284,3.2,2,0.0,5.4,3.8
03975535656e13c2b0b534f601d5f1f6d9ea4b13745604e8619269fd00ce927ae3,3.2,2,0.0,0.0,0.0
0370cf2693c16b5dc1632ae69e4751a0a88fa8f5705d53cb4c9cf805e5ef57aa45,3.18,3,0.0,6.94,4.82
03555a11db2e0c3a97571ba144076adac8513d68a2cdf19580e2dcc54b25b78a3a,3.18,3,0.0,28.15,26.029999999999998
03398603de59d47f16bed1232bcc3da6715745e6609e84b33548755322af391f23,3.18,3,0.3333333333333333,57.34,113.62
026e186f6cf00009595c9083980304f0be65c8c3736b63c1c9135ef9aa952f644e,3.18,3,1.0,0.0,0.0
024b8019795ec753fcdb1eb21ecd319bfab6a8b05e017f357dc5f052a181fb8c91,3.18,3,0.0,0.0,0.0
026ba13a7a31fb7bdf7a5e592a2d82668c17d133dd9c5bd295ac1c199ccd3eca0d,3.18,3,1.0,0.0,0.0
03783fe0ad682e695e1d132df84222066d483599b5b49b879a7c6aeb66f57adb56,3.18,3,1.0,0.0,0.0
02eba09307381af968573eef29f134126ecc354c2aeb1865b443732b87be78677c,3.18,3,1.0,0.0,0.0
02ee8c40b64c2bd14bba4a7a7a80b06065f3a683b2f02b9580be5e8bffe201beda,3.18,3,0.0,0.0,0.0
0375e5cc9e6f791bda82c9897faffbdc74aacd5df7c87496f91dcf6a72eb9a87e6,3.18,3,0.0,29.44,57.82
0251325d14723f7c44d109acad89e65f5285d487d9ec95a7d9ff667b48ad1b3efa,3.18,3,0.0,5.94,17.82
02a94aadd09055ca615bd76aacb6bba748ed8a0d2e5924aea643e3dc3912085314,3.18,3,0.0,0.0,0.0
036403186a467144ea6aaf4d6e42f7544e91a78e0f8ebd8e38bd2054b953d82e3f,3.18,3,0.3333333333333333,5.01,8.96
02b3877314aff657216ceac039244fe94e7116af10cfffac0232fefa5903c62a58,3.18,3,0.3333333333333333,23.88,46.699999999999996
0314dc1c496290a33f8fba3e78332418b1c136d9fb2a14d4a181e3cc9a653ee2f8,3.18,3,1.0,0.0,0.0
03aa43aa4e4f57d57c1ee8e350e280da399b1a570bc98f287dd4dad1e23bec2cb7,3.18,3,0.0,60.44,119.82
03ec0c1e45b709d708cd376a6f2daf19ac27be229647780d592e27d7fb7efb207a,3.18,3,0.0,0.0,0.0
02f9f2ef60e438960698992ba8ab9b6f09cf2a5077f261e5cd7ee5cdc154fffcb2,3.18,3,0.0,82.44,80.32
03cfea6e01d8735d29863d0ecc0f637e5da25c3afb1894e6cb1c25cc9c52dbceef,3.18,3,0.0,58.94,56.82
03f259a1908e98d3b618c79581e0ee04295a55e2d61e609db40f4e6f38c526a46a,3.18,3,0.0,4.65,13.950000000000003
03038c30c32821a3f61eb37d64347575bda0c609fa0b4238d45a138947e1f4edce,3.18,3,0.0,29.44,88.32000000000001
03c613267a1745d08984621be6a710487cb97eb595f7672a550cbd10a6f70c873f,3.18,3,0.0,29.44,57.82
032c6b30d84a7fe254537ec1c00f18775fc6dd1d1de1e305b5a980a4c0d6a8e35d,3.18,3,0.0,57.5,55.38
0215f33968047401f191b2c3203ece6d5781ca7f2c018e7795d5e5ddc05c8b4ebd,3.18,3,0.0,30.5,28.38
0282734a2ca9bdca61859c71efdc43234ea664ecba9a785f780c6eec8c80243b45,3.18,3,0.0,0.0,0.0
02c39f43c8fbdcac05b62e92b9f144b9719de14f39e6714a6a67f67aa4872c67a7,3.1790000000000003,3,0.0,0.0,0.0
024a8228d764091fce2ed67e1a7404f83e38ea3c7cb42030a2789e73cf3b341365,2.8,2,1.0,0.0,0.0
03ed88bb37c8c53c509d9a355e5a103614ebd30c98b7895ea4ccaddee262db190d,2.68,3,1.0,0.0,0.0
0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6,2.6,10,0.0,61.44,58.9
02731b798b39a09f9f14e90ee601afb6ebb796d6e5797de14582a978770b33700f,2.513,2,0.0,30.5,29.046999999999997
02f40890af885da4673f0ee9725ee74bb2c66d6491cc4334056a2701057993e61d,2.24,4,0.0,150.44,148.76
020327bbd6b7ebf577a041e24cbdc0b3ddb6ec4a2ec89e271260fc9d6fbaccc80a,2.24,2,0.0,0.0,0.0
033dd79123e7c386655f72d3eed186c071ef3b4a625d3fb9f613635e6483ff6823,2.181,3,0.0,56.95,113.83900000000001
025a1cba5457f9e789aeb9604bfd602b5d18b48014d4454316b7b6d74b56e76b1f,2.12,2,0.0,0.0,0.0
02445567c03b3e2feb0deadff5bf1df5f308c0ae539c0d742dfbc63860c69e1c05,2.12,2,0.0,0.0,0.0
0218c47722e9613edf519bfa353d50b3d2bdb37d90f656d98f77bd944bf444c46c,2.12,2,0.0,59.49,58.43000000000001
02cf3cc45d8fee5055c4ba5a58fe22ae973685fa2cb43e2c5b6454eaa1d08066a8,2.12,2,1.0,0.0,0.0
021bbb8db00487ea8cc040533224f6bca1dae0b2aaf5489797eee16ebd2b6ad00b,2.12,2,0.0,60.08,59.02
02ab9dabbf646626d32863e9dc81560e48681d2a49e0da3fbb4b4df11a58cc0fd3,2.12,2,0.5,58.88,117.76
02391075fbaff5b7daab0f7aa4ad8ad70e07764c853574f20a848235594490c6ac,2.12,2,0.0,0.0,0.0
02ad3fea735a00896607a626caddb03338f52c0651670bb05815401e5e74cc4cee,2.12,2,0.0,5.94,4.88
02cb2677db78e50a6d178092bf8c9b1f0e7d4b9a2bed918bc3f276c89c1649ba5b,2.12,2,0.5,0.0,0.0
02b63f62d2109b05deb45d18dde6c829d1df4825dfc104f858e5ec165bc6b11690,2.12,2,0.0,29.44,28.38
0225313f6c76ba1fff4bb1d67e6333eb6b514dc7af60346f585cc7dd9ed7cc13f4,2.12,2,1.0,0.0,0.0
023062afced94dc97f5d756f94099b46b25407df418d3b4cf43d03dea3417cdc43,2.12,2,1.0,0.0,0.0
02c68169a28016de14cb59bf33983f18dbdb030601baef508105c7fde8d0d85159,2.12,2,0.0,143.94,142.88
02dce7cacb2827e75b31ea694045c3736a234d629483cfc43eb7d9088c89e0c803,2.12,2,0.0,58.94,57.88
026ba4fea7ba82e578ce294bd168daa25f7950db0409c15145036f25c905ccfd9a,2.12,2,1.0,0.0,0.0
030ba3e4b6b3f8cbfae2ff7b243bfb12a2208afd17dd0fe0ab50e5b0c1212bb83f,2.12,2,1.0,0.0,0.0
02628d8e2f33869db7417c8da48947d441dcd839e0a3ce5e91f9c790d1131cf9f7,2.12,2,0.0,0.0,0.0
02e4aaf7c4f4b8ccb105ddf90ff991a76d43a2b732bac12dda043add4ef51846ed,2.12,2,0.0,29.44,58.88
025ec98aec0297b115008e29628762a6f9a6b14fae97aeb53d63a86e193374852f,2.12,2,0.0,601.23,1202.46
0319fec13dcb6df5b6a0cee49e85b4f6c48e5387d62d67858d6d46615b6e683f81,2.12,2,1.0,0.0,0.0
02ee8c98a78d8061f6c9c09a9b36b05e02e03736609ea5e5eb8afdcd7f7163c50f,2.12,2,0.0,0.0,0.0
0314fe257ea2941bab491bd8055015a84a4324e1b0a76dd97e72da037181e2b826,2.12,2,0.5,28.38,56.76
027a0eaffb8e103f9059d2d40b7c2d8993affc169168ca1808f752ee36ccf196ee,2.12,2,0.5,28.44,56.88
020b95133888176c1def9d03b5426aa13d6c5c7f3406c946441ce2eaab23c40834,2.12,2,1.0,0.0,0.0
0218078e511de456bba70dda5e76279a949065391f41060deccb1085ac03ee4c9b,2.12,2,0.0,0.0,0.0
0204e5a5ff14b090c1210cb99e7e616f840e0ef1b08fc9a268d13b7a2e5e997845,2.12,2,0.0,0.0,0.0
02083e55c359ad6d423c0f63821f3230c64aa9089b81c6cf7702d3ba6272ff6c96,2.12,2,0.0,0.0,0.0
02059220fa2153fb6d7768d7d67c6b86f441f83b7046aea492f2018f7b800edfa9,2.12,2,0.0,180.38,179.32
02a15d043069892b1f93bdf4bf0160447afd61f7f23548bf1c56d92fd9744281e6,2.12,2,0.0,28.74,27.679999999999996
0271edb6a351758e5073d133e7ce7c8fcac73b47731a8d8fbcd1c1a1842641b468,2.12,2,0.0,0.0,0.0
021802799027508e8a8bf9a0ab96ea78a6a995926a0b1310561a74375a06e14de9,2.12,2,0.5,23.5,47.0
03321fab5e3db6c378e23e9cceb522325dc4f6b0c68819944569128d34cba9cca3,2.12,2,0.0,7.0,5.94
03f7e29340c307ee37db5734834d34e3f286e2f70c6bb92b0b12e599860cea6691,2.12,2,0.0,5.94,4.88
031ff0d4a903dc715fb935890972be8400c6f9df21ebe8a503f584e7a9ecce8d6c,2.12,2,0.0,0.0,0.0
032060a40a94dc7b848d02314e4ccebe20f451dc87f28c1ed685caa58bfcc3989a,2.12,2,0.0,29.44,28.38
03609e92ab6dff378b6a7aca6f856bf5e9d56cadd622bd402a9b03d9a583c817b5,2.12,2,0.0,53.54,107.08
036a33e92cda2679ac91ac0467acb1ba33396c0df1119521653e0f269c275dd6bf,2.12,2,0.0,58.94,57.88
03a6f9139dafd65a9ea12abeb0d11a46301b116992fef4f8064f0d1d415e14736e,2.12,2,0.0,0.0,0.0
034df87aa03be1cdb60d8acfbe69d5cfde480c0d53f853f73d2243d3b2464857cb,2.12,2,0.0,59.94,58.88
03728053580578793c83d47f235b187f513dcddda4135e7764f53e40c6d2adea69,2.12,2,0.0,0.0,0.0
0320f42d91c643b5a541758e4ecf4ad1d7f25b04ae149755adee8cd79fa9fbdfe3,2.12,2,0.0,31.58,30.52
032569bb9504f24ad4684fee59223d39f3adb1f846cdd8a0aeaae3f56e2525dda8,2.12,2,0.0,5.94,4.88
033cfb88e57bf05550bf461878e58b08a56c4f7cc972b2428e5a35a70a0d2b25c9,2.12,2,0.0,58.94,117.88
029d48dc90dd482d3c71596b9ec1591f2f90840f8a33f4063c4c8891d41376b40a,2.12,2,0.0,0.0,0.0
03df257120256b5f0b87d25659946d42067a094c765bff830eb66d6ffba6f4d5da,2.12,2,0.0,594.0,592.9399999999999
039401f72bc0d40efb58b01de15527a2a5ae1943d7c29067b725a1467a93c7e66f,2.12,2,0.0,0.0,0.0
039bcf7778ad7b14cf5974cd2705b06a58a8bbf564ca1df4791100f81104716624,2.12,2,0.0,0.0,0.0
03ffbf7ef99f52555d40b3eee011dc6042541fa5f49629cbfb64f8c1730726b101,2.12,2,0.0,58.94,57.88
02d98ee97760aba8124606c177d0e4c246fc6cd7bd8f8bd3857f20805a62ecbc26,2.12,2,0.0,29.44,28.38
029afc726a18abc8dc75ef6c9ed34354c275261086597d98067dd972bd72965943,2.12,2,0.0,0.0,0.0
0299a2afe5137f52575e10260c0deb691d6dd6aa3cdbdc59b2c0e58d0ed3407f47,2.12,2,0.0,4.65,3.5900000000000007
03c7abcf7ef3d212faf3b48bc527bbd4e285579f71739d7be9ffeefbd5486a1727,2.12,2,0.0,0.0,0.0
02df6d3454bc4c0cdd9b6e5f04451f53c48d22300d3066cf4a8fb49effd025c0af,2.12,2,0.0,0.0,0.0
02480c283dea91c64dd76777ade0517cf697a42ac7dd4892735b41d456f381a450,2.12,2,0.0,30.44,29.38
030043d0a2cfb69d80867094eb030f8abde7a5dc36e1a0faece73e614cf779bde8,2.12,2,1.0,0.0,0.0
032e42afae47fafc446608e34d42c4483179014a49aa409110108cb00617395910,2.12,2,0.0,29.44,58.88
03a511c490430787699573a9de1987881831e6dce1077cfcd2c52c97c9c94f5339,2.12,2,1.0,0.0,0.0
03beea9d33087a8419f87d8a9ce8cd8d9feecd910e0394f3d5302a3c9fd83059ff,2.12,2,0.5,0.0,0.0
03317598ee590de12b4e267982ba2b3250cc6059549203b6d658b29ace439c63fc,2.12,2,0.0,57.88,56.82000000000001
02c58cabc78496cb847adbe4af654b2b0b94c54aa829840edde7777897a57e9db3,1.83,3,0.0,5.64,10.67
03c4bb19c3a388d790968328b0f0d187a1a28597d3ad082200a47baadfdb6aee8d,1.6869999999999998,7,0.42857142857142855,28.66,142.818
032b98bbdd48ca00300a627355900521c9302e6df363186a74e43213bcd3f781b2,1.6,1,0.0,0.0,0.0
03c63e8146aba2eda617489e08ae0fbe08d54e686c0f296d697c33cd67de4acc08,1.6,1,0.0,29.96,29.96
035736692722a47389d6be965d73a50b1ba63233a1b975aa55db7f90446f5708cb,1.6,1,0.0,0.0,0.0
02ef8eee471a04b6f5bc9eb69a2ea9625e71f3b93a5ee7dc6350474730cd1f29c9,1.6,1,0.0,0.0,0.0
039dc7f11d43dcf73d755ad5216c9f4d091886d8865d9890f4fb9c7729883f84d5,1.6,1,0.0,0.0,0.0
0206b61ab11081093c863f91e7be3f7d7f52e4c122f8ea5d5171f5078a476c323f,1.6,1,0.0,58.4,58.4
02009947c197575f5a948e1e4343c41dc2e6122a9bd644629afb919f30e1115ff8,1.6,1,1.0,0.0,0.0
03ebba42db1a05cff6cc69ed28924fe4bf4731995a43fd0b07160a58ef8b4a94ba,1.6,1,0.0,0.0,0.0
03f810ac5ca2edf9e7908b4edf98411a26b555d8aee6b1c9a0a5ad62b9359aa546,1.6,1,1.0,0.0,0.0
03b1ba0b913b793b4de77c9fbb5ed3bfc3897e247113b3c2d7d34fed0895ad4e1e,1.6,1,1.0,0.0,0.0
039044f8cc91c1069f1747fe237fe0e1d626abee240eaaf3f9b21b99fd9c8231c7,1.6,1,1.0,0.0,0.0
03f1ed5c4182534d9cee23c02248c862eb5b46ff295cc0a0c4beb73b138ed92fc8,1.6,1,1.0,0.0,0.0
03a46be38d068c2bc5af3fc13da840790ed5643f3d6d27e5e34d67ed2aec16ce67,1.6,1,0.0,0.0,0.0
0237fefbe8626bf888de0cad8c73630e32746a22a2c4faa91c1d9877a3826e1174,1.42,7,0.14285714285714285,54.0,161.76
03f163a59b2929b4b515d9dfd558f15ce23e95eadc109de013e6f7080d24644be2,1.4,2,0.0,150.36,149.66
036b343eb46c5db996d3d1e2c6cc9742cbfa7e3b4146d4b4b0aef694b6d12960c8,1.38,2,0.0,0.37,0.7400000000000002
028a2f0ca33134cfd5f655ed942ddcd9feb4a879831416bb23858d1d60154b0936,1.3,5,0.0,150.74,451.7
039d510570ab6e65fc8fb1f9ada5b63dc0f703a8d7dbde2fc11fb6f1e5810f6bbb,1.28,2,0.5,42.86,85.72
0388a2cd707ac944a2b0c8adbf67c4a313d24b6dc2ab2baba842f9a9eecf925131,1.272,8,0.0,150.84,149.727
0269b91661812bae52280a68eec2b89d38bf26b33966441ad70aa365e120a125ff,1.2400000000000002,4,0.0,29.44,29.26
03fbe1c1baedbc99b2642ae524d9c2a6f12b771a3ab91e0f56ca6efc6f7f7d53b6,1.18,1,0.0,0.01,0.010000000000000009
0207d58b94bd3946bf7eb8c27cea6cc29d147485efb33f284894e59062592f398a,1.1179999999999999,2,0.5,0.0,0.0
02ec7ef744397834c3015fc6486ef9d5d51820fddd42d951165f74b3af23591f17,1.06,1,1.0,0.0,0.0
02e5067afb7be9470214acc10d7b3ebc39e84cd7de57d86cc3598514fa6d821229,1.06,1,0.0,0.06,0.06000000000000005
02d13634c5cd765a5a9f8db5ddd25b399e9d7feb160f51e3b95c2aeeb1ee6e3156,1.06,1,1.0,0.0,0.0
0349e1165104b5606b94fa8e11499106f8e66526b497dcad6cc22d64987b0808e0,1.06,1,0.0,0.0,0.0
03620f31cf2bb95bb70c8c7bcdaa0698cd9bc7f17987290338af301eaa28c351be,1.06,1,0.0,0.0,0.0
03487fa0212243e20cb6504d5b93a144d0bc4d83d3d8a083691037a8892f9e5522,1.06,1,1.0,0.0,0.0
0348211ee76f3719b360d3ec33ab58f6ba2702ee8b5b579c4a9df6f9b78db70223,1.06,1,0.0,0.0,0.0
0301a6aa315c9c1812e76cede5f1d107d01e11c17183889ffe3f613a33e5972318,1.06,1,1.0,0.0,0.0
02cc40fe49b394bec5a127da528f45279a1c3edbe40fa12b85e9c465ae3373b46a,1.06,1,0.0,5.94,5.9399999999999995
033f142bfa5185797a8251cfbe47d64c525b922610b2856c6bbcdd5b812505a17b,1.06,1,0.0,0.54,0.54
02ccf167c482cbcd41c9a3ff3fe05504368db8911319d7851186b097a509d912c0,1.06,1,1.0,0.0,0.0
033cfe09030dff97391e08cd08c77834efcb44b706bee7ac7d0866b02ed67f356a,1.06,1,0.0,0.0,0.0
02fffb0baa1f8a64d92c8b4222278c33a9c16d0f37bba24104c678fd9e4e7f57d6,1.06,1,1.0,0.0,0.0
033ac2f9f7ff643c235cc247c521663924aff73b26b38118a6c6821460afcde1b3,1.06,1,1.0,0.0,0.0
034a6cbcc24be5ff1a3777e047933898ec6557ece040982cade99a47026c7f86e2,1.06,1,0.0,0.0,0.0
0337ee57e2a21764edd3b6dd5b161a7fca56d1bcb77396174cfe9ccb2d70218317,1.06,1,0.0,0.0,0.0
0331b1068db83bbcc3057ce11a0a5314e817d541de6d3bdba9710541932dd41095,1.06,1,0.0,2.0,2.0
02bebaf15c038fa52a59eb5870cd3b6cb3af6b38b91c316243805df8a2dbd20d3c,1.06,1,0.0,0.61,0.6099999999999999
0356c02ffe265f8ff38471e901785528d3da0668cd0a590ed67ee809d929c9bfd4,1.06,1,0.0,60.44,60.44
02ba67b33fa997a807e73dd9530695767e36ae9bb96988020eeb1593679c06a8f0,1.06,1,0.0,20.84,20.84
03584abd04d69168600340ad5d11723d324f2fc95ea36cbb84804580e344af235e,1.06,1,1.0,0.0,0.0
02b974116054be17576e6e8ed4110422e5a9d8775156fd829aa2eeb8aded87b290,1.06,1,0.0,28.87,28.87
02b8db36a01866d78cba98109886495f3c13c4b3668a8328b582a0c4fa460b4e8d,1.06,1,0.0,0.0,0.0
035f4a5671b2dcab14b3e610ca916e9864c3203b8f4bb825cd8b5732e02f864034,1.06,1,1.0,0.0,0.0
02d362505e2d7201a9ba342beda0ace7bde0ef24d60ae9b5aa43e21f13df9f1968,1.06,1,0.0,600.27,600.27
030b9d7e80a4cc1df746bfa4b79574d2334670d8b817ded494b98cd996f6ede960,1.06,1,0.0,58.94,58.94
0382ff7d87ba65b027f623386ea08b980fc4b688dfe7245aa3d79b81c18f6ca8c3,1.06,1,0.0,0.0,0.0
0361c37f8b01ea5f0b926abded5ed0300d5130a0654b0b5a4ff6241dfd0316cc15,1.06,1,0.0,60.44,60.44
02c921ef88d90e8760b31227ccc82dd8d4bb8082d636935abcde0cde4827f1ebb9,1.06,1,0.0,60.0,60.0
02fe9469e1d7da69539e365c9b2a64d277ed5589622cb314dc8b3060f3c55f79e6,1.06,1,0.0,28.87,28.87
0336bf99875b31ad9d78f2788d75bcb3deb52ff71ceac1ed96c5a6ff8aa3a429b3,1.06,1,0.0,0.0,0.0
02868e12f320073cad0c2959c42559fbcfd1aa326fcb943492ed7f02c9820aa399,1.06,1,1.0,0.0,0.0
031b3971363f95a2c645c96da138f9eec0a82ec41108d8c1946775e8f0e6638339,1.06,1,0.0,7.0,7.0
033254519c33b0b86ad8796c44cd8a04b3333149881d1453ce963c14e4af910099,1.06,1,0.0,82.44,82.44
02911515d46e371eacb87dbd5f513b03ab23031d17c3668293a8cca5369072dbea,1.06,1,0.0,0.0,0.0
035392249d0fa141c2607f3e97df94ab075fd386916a774df193158522ba5a9146,1.06,1,0.0,53.44,53.44
030e53eb818a2f7e0d48fd954d8a4c9645383b545952d9e4d51f32cbd85e26470a,1.06,1,0.0,0.0,0.0
0377c9f9105f3decdd06962f164001982de9f26a28b1f21a1a9ebcc160d13e6574,1.06,1,0.0,59.94,59.94
02a06694175d9b1989c5eb398c86da69ebdea439db7b847586c16dadbbc9c67bf8,1.06,1,0.0,29.44,29.44
02a0bc43557fae6af7be8e3a29fdebda819e439bea9c0f8eb8ed6a0201f3471ca9,1.06,1,0.0,120.44,120.44
037172d2110c4148d6ed0c2790ec8be948458022425dced6794fede834be92af36,1.06,1,0.0,0.0,0.0
030d609a79a8a0226b9ec3d76fad79ddcc7abcef9f65a64b46d8bbe2fc6be14705,1.06,1,0.0,0.0,0.0
036f709187264df770bd453270a95b579595a42cd89eab2ea437dfd537048a7250,1.06,1,1.0,0.0,0.0
02929175ac215cb282cd965d21b8bde87cf18828a4824f6a6e12b0098631b9f535,1.06,1,1.0,0.0,0.0
02aaaacf06de5c658fd1544301fe9e41670d079e942382d584db9a372d504b72be,1.06,1,0.0,1.29,1.29
036a1df81a31f76ba9a702dd7d29d606b2c08fac536d0c17dd48214c0245ca6353,1.06,1,0.0,0.0,0.0
03697040d580505a8e847776078db062173d7a2a2093f004c67e2c0734790e41fa,1.06,1,0.0,0.0,0.0
0366310a6e633c85c35b9477f09f63a4fa97b513844163b5cf36b350ecc0d09534,1.06,1,0.0,0.0,0.0
0364e8c300b4052baf18b1db5d03f3b8a831794aec94174b93b7acfd1e79fa2cd0,1.06,1,0.0,0.0,0.0
02ae3c06f6db6a87ea874ef7ba86c87ab0041eabf6d8be0594582505b1fd5d7ee8,1.06,1,1.0,0.0,0.0
02a3f6b694fb61c9211652340e5a5b0eeccad88701879ed1020ce5dd476c3e9691,1.06,1,0.0,30.5,30.5
037e7ab1c6168741e52601d1c109bcebd315c6415472c6ba746e6c3277bfff5368,1.06,1,0.0,0.0,0.0
031ac677972619e8e0a1b40593e01b04280dc4a18a7a9b5cb7c6e8e2673e31f644,1.06,1,0.0,0.0,0.0
03634bda49c9c42afd876d8288802942c49e58fbec3844ff54b46143bfcb6cdfaf,1.06,1,0.0,2.31,2.31
027962b0b105025f1c7fc87aa4b618bb847fd38e6d0a583cd1ac4d8d0a2a568891,1.06,1,0.0,23.5,23.5
027af98624687e3f6a51683344852d9eb122a51f49477434fe7392d1cadcf50539,1.06,1,0.0,4.88,4.879999999999999
027be164a1ce7cca51a9fbfa2ce7d833dee7ee18827f4121e84e8132a2bd782418,1.06,1,0.0,58.88,58.88
028548166d69c30d783d09798b5116e9ece1e3b217aae31632ac88c38cab5630a8,1.06,1,1.0,0.0,0.0
028686d520cfdc8f7d234e879ea6fc7a963009afbcdafd0c40387e1cacfa1173ea,1.06,1,0.0,0.0,0.0
038f91252ffd1b1f44711ccb84ce5509039c67fc178800f26518f4329c604fad18,1.06,1,0.0,1.06,1.06
031118c94f180709cb566f86396e345f7ad800a0be2d477b0c930a9677da91e46b,1.06,1,0.0,60.0,60.0
02894f48a1d5454700cdf879b0ea69285aa5ca2e4e387d8c68d92fddadfb7bbfa7,1.06,1,0.0,57.65,57.65
038c4288a41c79e47f37efccb2a0e1deb3b48291a7813f0be12179f9e84a4c6d35,1.06,1,0.0,29.44,29.44
028b3ba3aa14be49e5096758c2b062114251eafd9a3dec502c64f3f079322672cb,1.06,1,1.0,0.0,0.0
02c2d7e11f38b46c863a6718d19d49f52e0859ddd4827192a7fd9d25ecd61657a4,1.06,1,0.0,58.94,58.94
0227bf336b0b7f745cc77eefa802e70823e048bcf25fb1772320b8db1048370811,1.06,1,0.0,0.0,0.0
0279213a94ab9a2077377a4851c740da4b32fd8786d9d070b0454fc15a71e14afe,1.06,1,0.0,0.0,0.0
02310841b34230632b2e8185f9429dbf27a463270cf049a66ce2d56b524b283b6d,1.06,1,0.0,0.0,0.0
03cf4b2e2d09408f448535906ef1241092afc0bb51d854766605d6241e63aafcad,1.06,1,0.0,0.0,0.0
03ab2157b6b046ad0f499d3b6552acedadeda7a09c6c3542df52efc2ac8d756b0f,1.06,1,1.0,0.0,0.0
03e87608a34b8d715c0e49c7e8a2adb92fdf496e40a9b1fab2f0ecb32b502714ce,1.06,1,0.0,0.0,0.0
0245e5d03cf4387a7e430608e1a6717448876349720b5c9bdebf45b19f71a0404d,1.06,1,0.0,0.0,0.0
0200dfda3cb0250b2d801d200155ec056958cf598a30ffd36c207340cb9f6645a3,1.06,1,0.0,599.94,599.94
020425b428e51b983880a8450d01596fb161b3f78f3fc66285c8ead01bfc897556,1.06,1,0.0,148.88,148.88
03a001171949ec739cff4c92f9f6a6277bc542690daf92e97861181fc08ee08180,1.06,1,0.0,0.0,0.0
03f86226c21a84c2596c24ae70102da3f409e96d8b8766eace2e9724cc78de7314,1.06,1,1.0,0.0,0.0
03a21c0c2a4fdc1179f07710c32fe49804d3e2b0b1bdc760dc11cbf116da3bb363,1.06,1,1.0,0.0,0.0
03a36349d4bf3e1b0843d8f79608699f0e2f9881e37420c3954f7805f21189bf46,1.06,1,0.0,29.44,29.44
032542eaf885bd6edf897a6b89da3efe8a2df414d7fefd0229d08d2ee318c799aa,1.06,1,0.0,78.94,78.94
03a3ed01180122827529d364031b607148d882984b6635cc70b29c62ff38d9b5a6,1.06,1,0.0,58.94,58.94
020c7f6d847bf0fc99418351a5c02b0d36babf833f0613216dff3e808ebedea656,1.06,1,0.0,0.0,0.0
020f0d93c700cf5cf556e61828fab473a5c30ee6eb927ae36a130cc1c57326d21a,1.06,1,0.0,0.0,0.0
03aab2f1cc92dd1ab8e5052e796b87e01ff1a2005805ac5608075cd0b2b5c58428,1.06,1,0.0,58.94,58.94
03a4d23196b17e1f338c7143edd58c0a49c555bee17b0da159cfc4c62b8c7b4822,1.06,1,0.0,28.38,28.38
022f3bfa1de8491bad95ea018b17d47efbfe713cd2da59ad5fc380198612b8954a,1.06,1,0.0,109.44,109.44
0210a8a60f869a0054374540411e05d7461b6655a2e6f10e873d0e22715939fc56,1.06,1,0.0,36.44,36.44
02110544e20886a1f43c61490300fef4acaf18126633da94558a1f36735db45539,1.06,1,0.0,0.0,0.0
025537b1ae30299f02714199843650b58adf2ff59a013e40e56bb1330fefbe99df,1.06,1,1.0,0.0,0.0
024a853d9cdedafc164e49c2cef301966e5a78091322a84175b52d059d71b4d672,1.06,1,1.0,0.0,0.0
03a7a27ebb3f50b75db5cf633d42e02976f1e0bd15960781e8986d6f52b93fce19,1.06,1,0.0,0.0,0.0
03f006cd6c04920a63902df45be3baa4e7df82eed9c1e7f46e8441d57199682fa3,1.06,1,0.0,5.94,5.9399999999999995
0214041761821afc171b6907ee9ba36cb86307c3454305137b94a23fd81fcb4089,1.06,1,0.0,0.0,0.0
0261b19c8bb7ee4d46044e95c31316db72c64a45a32da43acb9a69825164755108,1.06,1,0.0,0.0,0.0
0246eaf6812013fb860306943f79a0e4fdc5971d5efaeb3cd58049545803bfb491,1.06,1,0.0,28.38,28.38
